Movie Name,Rating,Year,Director,Genre,Summary,Genre List
Udaan,8.1,2010,Vikramaditya Motwane,Drama,"Expelled school , 16-year old boy returns home abusive oppressive father .",Drama
Gangs of Wasseypur,8.2,2012,Anurag Kashyap,Action,"A clash Sultan Shahid Khan leads expulsion Khan Wasseypur , ignites deadly blood feud spanning three generations .","Action, Comedy, Crime"
Like Stars on Earth,8.3,2007,Aamir Khan,Drama,"An eight-year-old boy thought lazy trouble-maker , new art teacher patience compassion discover real problem behind struggles school .","Drama, Family"
Dev.D,7.9,2009,Anurag Kashyap,Comedy,"After breaking childhood sweetheart , young man finds solace drugs . Meanwhile , teenage girl caught world prostitution . Will destroyed , fin ... Read","Comedy, Drama, Romance"
Swades,8.2,2004,Ashutosh Gowariker,Drama,A successful Indian scientist returns Indian village take nanny America process rediscovers roots .,"Drama, Musical"
3 Idiots,8.4,2009,Rajkumar Hirani,Comedy,"Two friends searching long lost companion . They revisit college days recall memories friend inspired think differently , even rest ... Read","Comedy, Drama"
OMG: Oh My God!,8.1,2012,Umesh Shukla,Comedy,A shopkeeper takes God court shop destroyed earthquake .,"Comedy, Drama, Fantasy"
Rang De Basanti,8.1,2006,Rakeysh Omprakash Mehra,Comedy,"The story six young Indians assist English woman film documentary freedom fighters past , events lead relive long-forgotten saga f ... Read","Comedy, Crime, Drama"
Omkara,8.0,2006,Vishal Bhardwaj,Action,A politically-minded enforcer 's misguided trust lieutenant leads suspect wife infidelity adaptation Shakespeare 's 'Othello ' .,"Action, Crime, Drama"
Pink,8.1,2016,Aniruddha Roy Chowdhury,Crime,"When three young women implicated crime , retired lawyer steps forward help clear names .","Crime, Drama, Thriller"
Talvar,8.1,2015,Meghna Gulzar,Crime,An experienced investigator confronts several conflicting theories perpetrators violent double homicide .,"Crime, Drama, Mystery"
Chak De! India,8.1,2007,Shimit Amin,Drama,"Kabir Khan , coach Indian Women 's National Hockey Team , dreams making all-girls team emerge victorious odds .","Drama, Family, Sport"
Black,8.1,2005,Sanjay Leela Bhansali,Drama,"The cathartic tale young woman ca n't see , hear , speak , teacher brings ray light dark world .",Drama
Andaz Apna Apna,8.0,1994,Rajkumar Santoshi,Action,Two slackers competing affections heiress inadvertently become protectors evil criminal .,"Action, Comedy, Romance"
Laal Rang,7.8,2016,Syed Ahmad Afzal,Comedy,The friendship two men tested things go wrong blood theft business .,"Comedy, Crime, Drama"
Drishyam,8.2,2015,Nishikant Kamat,Crime,"Desperate measures taken man tries save family dark side law , commit unexpected crime .","Crime, Drama, Mystery"
Dangal,8.3,2016,Nitesh Tiwari,Action,Former wrestler Mahavir Singh Phogat two wrestler daughters struggle towards glory Commonwealth Games face societal oppression .,"Action, Biography, Drama"
Black Friday,8.4,2004,Anurag Kashyap,Action,"A film investigations following 1993 serial Bombay bomb blasts , told different stories people involved -- police , conspirators , victims , middlemen .","Action, Crime, Drama"
Thirst,8.3,1957,Guru Dutt,Drama,"Vijay , talented indigent poet , struggles love recognition selfish world .","Drama, Musical, Romance"
Jaane Bhi Do Yaaro,8.3,1983,Kundan Shah,Comedy,"Two photographers , employed magazine editor expose scandalous activities rich , come across corruption builder accidentally photograph murder .","Comedy, Crime, Drama"
A Wednesday,8.1,2008,Neeraj Pandey,Action,A retiring police officer reminisces astounding day career . About case never filed continues haunt memories - case man Wedne ... Read,"Action, Crime, Drama"
Dil Chahta Hai,8.1,2001,Farhan Akhtar,Comedy,"Three inseparable childhood friends college . Nothing comes - fall love , wildly different approaches relationships creates tension ... Read","Comedy, Drama, Romance"
PK,8.1,2014,Rajkumar Hirani,Comedy,An alien Earth loses device use communicate spaceship . His innocent nature child-like questions force country evaluate impact religious views ... Read,"Comedy, Drama, Sci-Fi"
Mother India,7.8,1957,Mehboob Khan,Action,"In melodrama , poverty-stricken woman raises sons many trials tribulations . But matter struggles , always sticks moral code .","Action, Comedy, Drama"
Anand,8.1,1971,Hrishikesh Mukherjee,Drama,"The story terminally ill man wishes live life fullest inevitable occurs , told best friend .","Drama, Musical"
Gol Maal,8.5,1979,Hrishikesh Mukherjee,Comedy,A man 's simple lie secure job escalates complex lies orthodox boss gets suspicious .,"Comedy, Romance"
Chupke Chupke,8.3,1975,Hrishikesh Mukherjee,Comedy,A newly wedded husband plays practical joke wife 's family full support wife friends .,"Comedy, Drama, Romance"
Guide,8.3,1965,Vijay Anand,Drama,"When mistaken sage villagers , ex-tour guide reflects past lost love search spiritual wisdom guide villagers .","Drama, Romance"
Khosla Ka Ghosla!,8.2,2006,Dibakar Banerjee,Comedy,A Delhi-based retired middle-class man tries half-heartedly get land back swindling property dealer help sons friends .,"Comedy, Crime, Drama"
Shahid,8.2,2012,Hansal Mehta,Biography,"The account Human Rights lawyer Shahid Azmi , ordinary citizen extraordinary commitment justice .","Biography, Drama"
Mughal-E-Azam,8.1,1960,K. Asif,Drama,A 16th century prince falls love court dancer battles emperor father .,"Drama, Romance, War"
Paan Singh Tomar,8.2,2012,Tigmanshu Dhulia,Action,"The story Paan Singh Tomar , Indian athlete seven-time national steeplechase champion becomes one feared dacoits Chambal Valley retirement .","Action, Biography, Crime"
Hera Pheri,8.2,2000,Priyadarshan,Action,"Three unemployed men look answers money problems - opportunity arrives , know ?","Action, Comedy, Crime"
Queen,8.1,2013,Vikas Bahl,Adventure,A Delhi girl traditional family sets solo honeymoon marriage gets cancelled .,"Adventure, Comedy, Drama"
Jo Jeeta Wohi Sikandar,8.1,1992,Mansoor Khan,Comedy,"A rich brat poor chap try woo girl , rivalry culminating prestigious college event - marathon cycle race .","Comedy, Drama, Romance"
Satya,8.3,1998,Ram Gopal Varma,Action,An innocent man embroiled underworld falsely charged sets punish perpetrators subjected life misery .,"Action, Crime, Drama"
Bhaag Milkha Bhaag,8.2,2013,Rakeysh Omprakash Mehra,Biography,"The truth behind ascension Milkha Singh , scarred India-Pakistan partition .","Biography, Drama, Sport"
The Legend of Bhagat Singh,8.1,2002,Rajkumar Santoshi,Action,The story young revolutionary raised armed resistance British rule India .,"Action, Biography, Drama"
Manjhi: The Mountain Man,8.0,2015,Ketan Mehta,Biography,"Using hammer chisel , man spends twenty-two years carving road treacherous mountain .","Biography, Drama"
Neerja,7.6,2016,Ram Madhvani,Biography,"The story courageous Neerja Bhanot , sacrificed life protecting lives 359 passengers Pan Am Flight 73 1986 hijacked terrorist organization .","Biography, Drama, Thriller"
M.S. Dhoni: The Untold Story,8.0,2016,Mathur Goswami,Biography,The untold story Mahendra Singh Dhoni 's journey ticket collector trophy collector - world-cup-winning captain Indian Cricket Team .,"Biography, Drama, Sport"
No One Killed Jessica,7.2,2011,Raj Kumar Gupta,Biography,"A journalist , activist teams sister murdered model , gets interested case wants bring justice case .","Biography, Crime, Drama"
Manto,7.3,2018,Nandita Das,Biography,The film biographical account writer Saadat Hasan Manto 's life set 1940s India .,"Biography, Drama"
Ek Doctor Ki Maut,8.3,1990,Tapan Sinha,Biography,"After years painstaking research cost domestic pleasure , Dr. Dipankar Roy discovers vaccine leprosy . The news flashed television overnight , insignifican ... Read","Biography, Drama"
Soorma,7.3,2018,Shaad Ali,Biography,"Soorma story triumph human spirit , player , made headlines miraculous comeback facing near death experience sheer determination , hard ... Read","Biography, Drama, Sport"
"Gandhi, My Father",7.3,2007,Feroz Abbas Khan,Biography,The account troubled relationship Mahatma Gandhi eldest son .,"Biography, Drama, History"
Harishchandrachi Factory,8.4,2009,Paresh Mokashi,Biography,"In 1913 India 's cinema industry born Dadasaheb Phalke 's efforts make Raja Harishchandra ( 1913 ) , India 's first feature-length B & W silent film .","Biography, Comedy, Drama"
Rakta Charitra,7.6,2010,Ram Gopal Varma,Action,A killer bandit decides become politician order avenge deaths family .,"Action, Biography, Crime"
Super 30,7.9,2019,Vikas Bahl,Biography,Based life Patna-based mathematician Anand Kumar runs famed Super 30 program IIT aspirants Patna .,"Biography, Drama"
Aligarh,7.8,2015,Hansal Mehta,Biography,"A gay , linguistic professor living small orthodox city must deal aftermath sting operation puts sexual orientation front entire nation .","Biography, Crime, Drama"
Saand Ki Aankh,7.5,2019,Tushar Hiranandani,Biography,"Both age 60 , Chandro Tomar Prakashi Tomar inspire women India demonstrate expert sharpshooting skills .","Biography, Drama"
Mary Kom,6.8,2014,Omung Kumar,Action,"A chronicle life Indian boxer Mary Kom , went several hardships audaciously accomplishing ultimate dream .","Action, Biography, Drama"
Tanhaji: The Unsung Warrior,7.5,2020,Om Raut,Action,"Tanhaji Malusare , military chieftain army Maratha king Shivaji , leads charge capture strategically important Kondhana fort guarded army fierce Rajput ... Read","Action, Biography, Drama"
Bandit Queen,7.5,1994,Shekhar Kapur,Action,The story bandit queen Phoolan Devi sent prison 1983 got free 1994 .,"Action, Biography, Crime"
Rang Rasiya,7.0,2008,Ketan Mehta,Biography,A look life 19th century Indian painter Raja Ravi Varma .,"Biography, Drama, Romance"
Sarbjit,7.3,2016,Omung Kumar,Biography,"Biopic Sarabjit Singh , farmer residing Bhikiwind , Punjab , near Indo-Pak border , crossed border couple drinks . However , mistaken Indian spy ... Read","Biography, Drama"
Omerta,7.1,2017,Hansal Mehta,Action,"A recounting story infamous British-born terrorist Ahmed Omar Saeed Sheikh , kidnapped murdered Wall Street Journal reporter Daniel Pearl 2002 .","Action, Biography, Crime"
Kaagaz,7.3,2021,Satish Kaushik,Biography,A satirical comedy common man struggle goes prove existence falsely declared dead government records .,"Biography, Comedy, Drama"
Viruddh... Family Comes First,7.0,2005,Mahesh Manjrekar,Drama,An ordinary 60 plus couple - Vidhyadhar Patwardhan wife forced search faith human values society death son Amar . In process u ... Read,"Drama, Family"
Veer-Zaara,7.8,2004,Yash Chopra,Drama,"`` Veer-Zaara '' saga love , separation , courage , sacrifice . A love story inspiration remain legend forever .","Drama, Family, Musical"
Toolsidas Junior,7.4,2022,Mridul Toolsidas,Drama,"Watching father lose 1994 Club Snooker Championship , 13-year-old Midi takes impossible journey bring father 's name Winner 's Board .","Drama, Family, Sport"
The Blue Umbrella,7.3,2005,Vishal Bhardwaj,Comedy,"In small village little girl 's prescious umbrella stolen , things goes wrong greedy tea seller much interested buying umbrella .","Comedy, Drama, Family"
Tapasya,7.2,1976,Anil Ganguly,Drama,"The oldest daughter old ailing man falls love doctor treating father , mother doctor insists girl must leave everything stay wit ... Read","Drama, Family"
Stanley Ka Dabba,7.8,2011,Amole Gupte,Comedy,"A school-teacher , forces children share food , forbids one entering school brings Tiffin/Lunch-box .","Comedy, Drama, Family"
Silsila,7.2,1981,Yash Chopra,Drama,"SILSILA love story , thwarted society 's demands , reappears adultery survive face society ?","Drama, Family, Romance"
Shubh Nikah,7.2,2023,Arshad Siddiqui,Comedy,"Families two different cultures join hands come together love , humanity , peace strong message national integrity","Comedy, Drama, Family"
Shri Krishna Leela,7.9,1971,Homi Wadia,Adventure,"Maharaj Kans rules Mathura lives lavish wealthy lifestyle . He gets sister , Devki , married Vasudev , shortly marriage finds Devki 's 8th child kill ... Read","Adventure, Comedy, Drama"
Sharmaji Namkeen,7.5,2022,Hitesh Bhatia,Comedy,A light-hearted coming-of-age story lovable 60-year-old-man .,"Comedy, Drama, Family"
Saudagar,7.4,1973,Sudhendu Roy,Drama,A calculative man schemes deceit poor young widow personal monetary gains .,"Drama, Family"
Sansar,8.0,1951,S.S. Vasan,Drama,"A struggling clerk lives wife two children . Their blissful life threatened arrival scheming mother sister . A short time later , clerk disappears , aband ... Read","Drama, Family"
Sanjh Aur Savera,7.2,1964,Hrishikesh Mukherjee,Drama,"Dr. Shankar Chaudhry lives wealthy lifestyle Bombay widowed mom , Rukmini , younger sister , Manju . His mom would like get married Ambala-based Advocate Madhusudan 's ... Read","Drama, Family"
Saanjh,8.1,2017,Ajay K Saklanni,Drama,"When Saanjh 's father sends away live grandmother remote village , feels dejected tries escape . However time bond grandmother becomes stron ... Read","Drama, Family"
Ribbon,6.9,2017,Rakhee Sandilya,Drama,A young working urban couple overwhelmed birth baby girl find parenthood comes challenges .,"Drama, Family"
Pyaasa Sawan,7.4,1981,Dasari Narayana Rao,Family,"While looking employment , Chandrakant mistaken son wealthy landlord Prabhudas , wants marry daughter , Shanti . By time find truth , ... Read","Family, Romance"
Pooja Ke Phool,7.0,1964,A. Bhimsingh,Musical,"Balraj ( Dharmendra ) , affectionately called Raj , elder brother ( Nana Palsikar ) sister Vija ( Madhumati ) , student college arts semester . As family rich ... Read","Musical, Drama, Family"
Pocket Maar,7.2,1956,Harnam Singh Rawail,Action,"Roshan lives poor lifestyle Bombay widowed mother , thinks gainfully employed , Roshan made crime career picks pockets gambles living . A gangs ... Read","Action, Crime, Drama"
Piya Ka Ghar,7.0,1972,Basu Chatterjee,Comedy,"Malti Shankar lives fairly large house small town India mom dad , paternal uncle , Gauri Shankar , literally brought Malti , lives house nex ... Read","Comedy, Drama, Family"
Parivar,7.5,1956,Asit Kumar Sen,Comedy,"A joint family consisting four brothers , wives , respective children , living one roof . Some brothers professionls , one lawyer , doctor , others busin ... Read","Comedy, Drama, Family"
Parichay,7.6,1972,Gulzar,Drama,"In desperate need job , unemployed Ravi ( Jeetendra ) goes maternal uncle ( A.K . Hangal ) aunt ( Leela Mishra ) village days . His uncle decides ... Read","Drama, Family, Musical"
Pardes,8.3,1950,M. Sadiq,Drama,"Rajan , teacher , falls love Chanda , wealthy girl . However , decides go away Chanda earn money .","Drama, Family"
Kapoor & Sons,7.7,2016,Shakun Batra,Comedy,The story two brothers visit dysfunctional family grandfather 's birthday party .,"Comedy, Crime, Drama"
Ankhiyon Ke Jharokhon Se,7.6,1978,Hiren Nag,Drama,"A young man must deal broken engagement ceremony , to-be fiancée waits treated blood cancer .","Drama, Family, Romance"
Manzil,6.9,1979,Basu Chatterjee,Drama,"Ajay Chandra , hard working ambitious young man , dreams bigger things small job . He dreams starting business . One day meets Aruna friends wedding ... Read","Drama, Romance, Family"
Heer Raanjha,7.1,1970,Chetan Anand,Musical,Tragic love story . Punjabi `` Romeo Juliet '' .,"Musical, Romance, Drama"
Mili,7.4,1975,Hrishikesh Mukherjee,Drama,"A reclusive , depressed man bubbly young woman fall love find cancer .","Drama, Romance, Family"
Kal Aaj Aur Kal,6.5,1971,Randhir Kapoor,Family,"Widower Ram Kapoor lives wealthy lifestyle Bombay , lonely , child , son named Rajesh , lives abroad , aged dad , Diwan Bahadur , lives village . R ... Read","Family, Musical, Romance"
Baaz,6.6,1953,Guru Dutt,Action,"Nisha lives poor lifestyle Portuguese-ruled Malabar region India along widowed dad , Narayan Das . Both father daughter opposed oppressive rule Portu ... Read","Action, Adventure, Musical"
Kora Kagaz,7.3,1974,Anil Ganguly,Drama,"By time learn live , life gone .","Drama, Musical, Family"
Ek Saal,7.7,1957,Devendra Goel,Drama,The father dying woman pays con artist make daughter 's final year happy one .,"Drama, Family, Romance"
Love in Simla,6.9,1960,R.K. Nayyar,Comedy,"After untimely death father step-mother , Sonia orphaned lives aunt paternal uncle ( Mrs. General Rajpal Singh ) . Sonia plain-looking real mothe ... Read","Comedy, Drama, Family"
Dard (Conflict of Emotions),7.4,1981,Ambrish Sangal,Drama,"Prosecuting Attorney Seema proceeds criminal prosecution Deepak Srivastav , accused Murder . She submits Judge fooled innocent looks silen ... Read","Drama, Crime, Family"
Sholay,8.1,1975,Ramesh Sippy,Action,"After family murdered notorious ruthless bandit , former police officer enlists services two outlaws capture bandit .","Action, Adventure, Comedy"
Lagaan: Once Upon a Time in India,8.1,2001,Ashutosh Gowariker,Drama,The people small village Victorian India stake future game cricket ruthless British rulers .,"Drama, Musical, Sport"
Zindagi Na Milegi Dobara,8.2,2011,Zoya Akhtar,Comedy,Three friends decide turn fantasy vacation reality one friends gets engaged .,"Comedy, Drama, Musical"
Kal Ho Naa Ho,7.9,2003,Nikkhil Advani,Comedy,"Naina , introverted , perpetually depressed girl 's life changes meets Aman . But Aman secret changes lives forever . Embroiled Rohit , Nain ... Read","Comedy, Drama, Musical"
Mr. India,7.7,1987,Shekhar Kapur,Action,"A poor big-hearted man takes orphans home . After discovering scientist father 's invisibility device , rises occasion fights save children Indi ... Read","Action, Comedy, Drama"
Agneepath,7.6,1990,Mukul Anand,Action,"A young boy 's quest revenge leads become gangster adult , day becomes like enemies . Can find vengeance redemption ?","Action, Crime, Drama"
Kabhi Haan Kabhi Naa,7.6,1994,Kundan Shah,Comedy,A dreamer falls girl love someone else tries create rift man loves .,"Comedy, Drama, Music"
Kuch Kuch Hota Hai,7.5,1998,Karan Johar,Comedy,"During college years , Anjali love best-friend Rahul , eyes Tina . Years later , Rahul now-deceased Tina 's eight-year-old daughter attempts r ... Read","Comedy, Drama, Musical"
Baazigar,7.6,1993,Abbas Alibhai Burmawalla,Crime,"A young man vendetta business tycoon seduces man 's younger daughter , begins suspect new lover 's connection elder sister ulterior motive .","Crime, Drama, Musical"
Devdas,7.5,2002,Sanjay Leela Bhansali,Drama,"After wealthy family prohibits marrying woman love , Devdas Mukherjee 's life spirals control takes alcohol life vic ... Read","Drama, Musical, Romance"
Qayamat Se Qayamat Tak,7.4,1988,Mansoor Khan,Drama,"Despite knowing respective families bitter enemies , Raj Rashmi fall love decide elope .","Drama, Musical, Romance"
Hum Dil De Chuke Sanam,7.4,1999,Sanjay Leela Bhansali,Comedy,"Nandini choose Sameer , man taught fall love ; Vanraj , man learnt abide fulfill promises love .","Comedy, Drama, Musical"
Hum Aapke Hain Koun..!,7.5,1994,Sooraj R. Barjatya,Comedy,"Prem Nisha meet fall love wedding elder siblings , plans together put jeopardy Nisha 's sister dies , leaving behind baby .","Comedy, Drama, Musical"
Rangeela,7.4,1995,Ram Gopal Varma,Comedy,A middle-class young woman dreams Bollywood fame caught love triangle childhood friend famous actor .,"Comedy, Drama, Musical"
Rehnaa Hai Terre Dil Mein,7.5,2001,Gautham Vasudev Menon,Comedy,"Maddy impersonates Rajeev , person love interest , Reena , marry attempts woo . However , unprepared moment truth revealed .","Comedy, Drama, Musical"
Kabhi Khushi Kabhie Gham...,7.4,2001,Karan Johar,Drama,"After marrying poor woman , rich Rahul disowned father moves London build new life . Years later , now-grown younger brother Rohan embarks mission bring Rahu ... Read","Drama, Musical, Romance"
Life in a Metro,7.4,2007,Anurag Basu,Comedy,"Six different stories , nine people , different issues problems , occurring within one place : METRO .","Comedy, Drama, Musical"
Khiladi,7.1,1992,Abbas Alibhai Burmawalla,Action,"Two friends wage bets money fun . There comes time race win biggest bet , know lives depend .","Action, Musical, Mystery"
Maine Pyar Kiya,7.3,1989,Sooraj R. Barjatya,Drama,"After Suman 's father leaves care another family travels abroad , falls love Prem . However , order marry , Prem prove Suman 's fathe ... Read","Drama, Musical, Romance"
Parineeta,7.2,2005,Pradeep Sarkar,Drama,The lifelong romance Lolita ( Balan ) Shekar ( Khan ) upset arrival another man .,"Drama, Musical, Romance"
Saajan,7.2,1991,Lawrence D'Souza,Drama,A poet ( Sanjay Dutt ) best friend ( Salman Khan ) fall love woman ( Madhuri Dixit ) .,"Drama, Musical, Romance"
Airlift,7.9,2016,Raja Menon,Action,"When Iraq invades Kuwait August 1990 , callous Indian businessman becomes spokesperson 170,000 stranded countrymen .","Action, Drama, History"
Border,7.9,1997,J.P. Dutta,Action,"In 1971 , along border region Longewala , small battalion Indian soldiers goes large Pakistani strike force .","Action, Drama, History"
Parmanu: The Story of Pokhran,7.6,2018,Abhishek Sharma,Action,"Ashwat Raina teammates arrive Pokhran re-conduct confidential nuclear test , face challenges American Lacrosse satellite local spies .","Action, Drama, History"
Jodhaa Akbar,7.5,2008,Ashutosh Gowariker,Action,"A sixteenth century love story marriage alliance gave birth true love great Mughal emperor , Akbar , Rajput princess , Jodha .","Action, Drama, History"
Uri: The Surgical Strike,8.2,2019,Aditya Dhar,Action,"Indian army special forces execute covert operation , avenging killing fellow army men base terrorist group .","Action, Drama, History"
Padmaavat,7.1,2018,Sanjay Leela Bhansali,Drama,"Set medieval Rajasthan , Queen Padmavati married noble king live prosperous fortress subjects ambitious Sultan hears Padmavati 's beauty ... Read","Drama, History, Romance"
Batla House,7.2,2019,Nikkhil Advani,Action,"In 2008 , violent shootout terror suspects leaves one police officer struggling hunt fugitives justify police action .","Action, Crime, Drama"
Religion,8.0,2007,Bhavna Talwar,Drama,"When priest 's wife brings home orphan boy , husband . Over time , develops connection , shocked finds boy 's religion .","Drama, History"
Kaala Patthar,7.6,1979,Yash Chopra,Action,Inspired true mining tragedy film people walks life showing courage character fight forces nature .,"Action, Drama, History"
Parzania,7.5,2005,Rahul Dholakia,Drama,"A parsi family struggles find thier son genocide carried vested interests outfits 2002 , commonly known Gujarat riots broke Godhra Train Burning ... Read","Drama, History"
Kesari,7.4,2019,Anurag Singh,Action,"Based incredible true story Battle Saragarhi army 21 Sikhs fought 10,000 Afghans 1897 .","Action, Drama, History"
Bajirao Mastani,7.3,2015,Sanjay Leela Bhansali,Action,"An account romance Maratha general , Baji Rao I Mastani , princess Bundelkhand .","Action, Drama, History"
Gold,7.3,2018,Reema Kagti,Drama,The journey man instrumental making India win first Olympic gold medal free nation .,"Drama, History, Sport"
Firaaq,7.3,2008,Nandita Das,Drama,Chronicles devastating impact vulnerable Muslims Gujarat riots .,"Drama, History, Thriller"
Pardesi,6.8,1957,Khwaja Ahmad Abbas,Adventure,The film based travelogues XV century Russian traveler Afanasy Nikitin called `` A journey beyond three seas '',"Adventure, Biography, History"
Chanakya Chandragupta,7.4,1977,N.T. Rama Rao,Action,The story courageous king ' Chandragupta ' mourya dynasty .,"Action, Drama, History"
Anarkali,7.1,1953,Nandlal Jaswantlal,History,Misunderstandings arise Akbar son Salim disapproves son 's love .,"History, Musical, Romance"
Shahjehan,7.4,1946,Abdul Rashid Kardar,Drama,"Circa Mugal rule Hindustan , Shahjahan , present emperor approached one subjects , whose daughter , Ruhi , beautiful , suitors killed to-be grooms , ... Read","Drama, History, Romance"
'83,7.5,2021,Pritam Chakraborty,Biography,"On June 25 , 1983 , Lord 's Cricket Ground witnessed 14 men beat two times World Champions West Indies , putting India back onto cricket world stage .","Biography, Drama, History"
Maidaan,8.1,2024,Amit Ravindernath Sharma,Biography,"Inspired Indian national football team coach manager Syed Abdul Rahim , regarded architect Indian football .","Biography, Drama, History"
Chandu Champion,8.3,2024,Kabir Khan,Action,A man faced one adversary another undying spirit . His unwavering zeal never give attitude led India 's first individual gold medal form Olympics .,"Action, Biography, Drama"
Iqbal,8.1,2005,Nagesh Kukunoor,Drama,"Iqbal , deaf mute son farmer , passion game cricket seeks tutelage washed-up , alcoholic ex-player .","Drama, Sport"
Kai Po Che,7.8,2013,Abhishek Kapoor,Drama,Three friends growing India turn millennium set open training academy produce country 's next cricket stars .,"Drama, Sport"
My Brother... Nikhil,7.3,2005,Onir,Crime,Famous swimmer Nikhil Kapoor ( Suri ) deals repercussions announcing fact HIV/AIDS .,"Crime, Drama, Sport"
The Brawler,8.0,2017,Anurag Kashyap,Action,A boxer struggles make mark boxing world .,"Action, Drama, Sport"
Panga,6.8,2020,Ashwiny Iyer Tiwari,Drama,"Panga inspired life National-level Kabbadi player India . It follows triumphs , struggle , overcoming stereotypes . It shows important family love support ... Read","Drama, Sport"
Tiki Taka,6.9,2020,Parambrata Chattopadhyay,Comedy,"Revolves around Khelechi , African national , comes India football laden narcotics deliver P.K , runs drug cartel . However , comedy errors P.K 's men ... Read","Comedy, Sport"
Sachin - A Billion Dreams,8.5,2017,James Erskine,Documentary,A tale small boy dreams journey becoming God Cricket celebrated sportsperson country .,"Documentary, Sport"
Rashmi Rocket,7.2,2021,Akarsh Khurana,Drama,"A small-town girl overcomes societal barriers become national-level athlete , glory hindered asked undergo gender test .","Drama, Sport"
Jersey,7.3,2022,Gowtam Tinnanuri,Drama,A cricketer quits cricket decides revive career age 36 sons dream prove ability .,"Drama, Sport"
Jhund,7.4,2022,Nagraj Manjule,Biography,"Based life Vijay Barse , retired sports teacher founded NGO called Slum Soccer . He managed rehabilitate street kids keeping drugs crime turning ... Read","Biography, Drama, Sport"
Ghoomer,7.6,2023,R. Balki,Drama,"Abhishek Bachchan Saiyami Kher seen left-handed cricketers film , fictional story set backdrop cricket .","Drama, Sport"
Kaun Pravin Tambe?,8.3,2022,Jayprad Desai,Biography,An indian cricketer shows persistence hardwork achieve ultimate goal playing Ranji Trophy . At penultimate stage career age believed people 's ca ... Read,"Biography, Drama, Sport"
Tumbbad,8.2,2018,Rahi Anil Barve,Drama,A mythological story goddess created entire universe . The plot revolves around consequences humans build temple first-born .,"Drama, Fantasy, Horror"
Lekin...,7.9,1990,Gulzar,Drama,"Samir Niyogi lives India assigned Government travel Rajasthan , evaluate princely castle belonged Raja Param Singh , take stock items , conditio ... Read","Drama, Fantasy, Musical"
Kissaa Kursee Kaa,8.0,1978,Amrit Nahata,Comedy,The story evil politician .,"Comedy, Drama, Fantasy"
Karan Arjun,6.8,1995,Rakesh Roshan,Action,Karan Arjun reincarnate different parts country . But faith previous mother brings together order avenge death .,"Action, Drama, Fantasy"
Sant Dnyaneshwar,8.2,1940,Vishnupant Govind Damle,Biography,Story boy finds enlightenment experiencing religious hypocrisy dogmatism . Dnyaneshwar liberated `` divine knowledge '' locked Sanskrit language bring knowledge ... Read,"Biography, Drama, Fantasy"
Uran Khatola,7.5,1955,S.U. Sunny,Comedy,"A man 's plane crashes city ruled women starts liking peasant girl rescues . However , queen city also likes discovers likes someon ... Read","Comedy, Fantasy, Musical"
Chandralekha,7.3,1948,S.S. Vasan,Drama,"The two brothers named Veerasimhan Sasankan , fight ruling father 's kingdom marrying village dancer Chandralekha .","Drama, Fantasy, Romance"
Neel Kamal,6.8,1968,Ram Maheshwari,Drama,"Sleepwalker Sita Raichand ( Waheeda Rehman ) rescued Ram ( Manoj Kumar ) walking railway track . Shortly thereafter Guruji ( David ) Mr. Raichand ( Balraj Sahni ) , approach Ram 's ... Read","Drama, Fantasy, Musical"
Sant Ravidas Ki Amar Kahani,8.4,1983,Babubhai Mistry,Fantasy,Saint Ravidas faces several obstacles way spreading thought equality devotional songs .,Fantasy
Naukri,7.0,1978,Hrishikesh Mukherjee,Comedy,Ranjit badminton player family lived good life.Ranjit cant feed family turned handicapped feels attempting suicide . One morning Ranjit tires ... Read,"Comedy, Fantasy"
Ramayana: The Legend of Prince Rama,9.2,1993,Ram Mohan,Animation,"An anime adaptation Hindu epic Ramayana , Lord Ram combats wicked king Ravana .","Animation, Action, Adventure"
Munna Bhai M.B.B.S.,8.1,2003,Rajkumar Hirani,Comedy,A gangster sets fulfill father 's dream becoming doctor .,"Comedy, Drama"
Barfi!,8.1,2012,Anurag Basu,Comedy,Three young people learn love neither defined contained society 's definition normal abnormal .,"Comedy, Drama, Romance"
Lage Raho Munna Bhai,8.0,2006,Rajkumar Hirani,Comedy,Munna Bhai embarks journey Mahatma Gandhi order fight corrupt property dealer .,"Comedy, Drama, Romance"
Badhaai Ho,7.9,2018,Amit Ravindernath Sharma,Comedy,A man embarrassed finds mother pregnant .,"Comedy, Drama"
Bajrangi Bhaijaan,8.1,2015,Kabir Khan,Action,An Indian man magnanimous heart takes young mute Pakistani girl back homeland reunite family .,"Action, Adventure, Comedy"
Ankhon Dekhi,7.9,2013,Rajat Kapoor,Comedy,"After distressing incident , Delhi man vows believe see , new ideals soon take life extreme directions .","Comedy, Drama"
Jab We Met,7.9,2007,Imtiaz Ali,Comedy,A depressed wealthy businessman finds life changing meets spunky care-free young woman .,"Comedy, Drama, Romance"
12th Fail,8.9,2023,Vidhu Vinod Chopra,Biography,The real-life story IPS Officer Manoj Kumar Sharma IRS Officer Shraddha Joshi .,"Biography, Drama"
Dunki,6.6,2023,Rajkumar Hirani,Action,"When friends Punjab struggle clear immigration process , ex-soldier guides risky journey enter UK without permission .","Action, Adventure, Comedy"
